Chi_DMSO_S9	Chi_Nutlin_S10	DMSO_1_S1_R1_001	DMSO_2_S2_R1_001	DMSO_HCT116_RPI_26_S1_R1_001	GRO15_DMSO_062111_042215	GRO18_DMSO10_062111_042215	GRO20_DMSO100_062111_042215	i13_AGTCAA_L008_R1_001	i14_AGTTCC_L008_R1_001	i17_GTAGAG_L008_R1_001	i18_GTCCGC_L008_R1_001	MA_DMSO_S3	MA_Nutlin_S4	Nuria_DMSO_S6	Nuria_Nutlin_S7	Nutlin_1_S3_R1_001	Nutlin_2_S4_R1_001	Sam_DMSO_S9_R1_001	SRR1105736	SRR1105737	SRR1105738	SRR1105739	SRR828696	stdev	variance	mean	median	coefvar
EEF2	421.651744651277	376.677077412966	426.701575416122	167.941452062201	186.650271545262	406.201604411707	346.640431053042	409.393116889438	364.092020760375	251.235614532074	189.447588406158	213.722098104377	269.024280691012	290.437970478585	413.359882386307	411.328499591211	178.194569780597	171.488704331711	374.433485976866	328.894766203563	200.041130053304	326.529757171978	198.157214054851	313.602193453847	94.1352605563049	8861.44728000342	301.493627059118	320.065975312912	0.312229686161315
PDP1	604.670213658228	669.404879701658	108.481845636376	467.393464673157	386.608646814564	161.551814914461	698.876435066655	800.49874640448	735.015127609262	793.234968028519	514.073313052181	538.01031711112	703.66921868227	831.722715642383	572.935107284664	511.440303293056	436.206059285463	327.826162149707	874.247110659458	466.122103962128	356.248188773399	636.167240901752	419.328465175214	752.853367619897	204.072547816862	41645.6047724654	556.941075670836	555.472712197892	0.366416766030512
RABGGTB	557.805249762259	540.90100726166	399.867510668153	356.512730719764	304.107185905644	44.6420806432517	536.687928675248	615.324602059343	774.045008480259	721.632366574045	499.69757971596	477.620541365951	623.169171146235	643.33289948107	550.022772365265	463.713795439748	327.228843323197	270.359783994476	819.228659706402	388.031097203073	291.423786520911	518.241046968282	294.428428443197	450.050032957041	178.652811108673	31916.8269170311	477.836421224185	488.659060540955	0.373878597723833
RRM2	230.930793050346	216.469843901426	218.899475248201	95.3188517929758	81.7443988561671	161.690080550352	268.771181117642	218.476675877563	339.448601212255	173.29551167236	196.712542252782	102.154982761021	202.040063651656	222.407267525748	220.748777399123	197.087139558317	87.2585971226127	72.6772734628027	235.665658086753	203.995967333788	120.362058616896	141.404391524387	128.018469333373	239.559912100254	66.9085972233016	4476.76038239	182.2974380837	199.563601604986	0.367029827334058
DDX5	363.264655088351	336.641881630659	259.275803093019	291.0595243921	356.084815694392	79.01769944337	429.400228891272	548.338587191191	588.00017148351	542.508282306211	364.560474697206	359.946045280238	418.928492168338	426.03965979739	357.112347186973	332.165551167203	360.65081161916	406.827292572067	474.539461210582	281.032555123327	223.692814658842	329.275549019312	230.700084470829	482.139822121547	114.143597547257	13028.7608610302	368.383442096129	360.298428449699	0.30984996746263
MYL12A	140.709339462671	172.939750862933	296.503935936992	304.005394316866	260.275847480508	122.596975257988	213.172638267868	260.747057830243	122.096921333725	106.437803111228	69.9994938352949	63.746921574957	154.11157319577	209.495249313212	135.700393251381	136.474535207949	272.667355939431	194.657574301776	465.166996958291	86.3178889702687	145.55698373517	108.096004789877	159.48995402715	262.343371068471	93.0826162959238	8664.37345649417	185.971248334584	156.80076361146	0.500521543676779
ZFP36L1	261.467727578868	239.273754158408	532.504422759102	297.771302847901	246.695173151849	201.635059670063	192.917086202123	254.065755147973	246.307324837684	179.898197152819	100.272488677884	80.7992817952544	225.826125940425	229.038884837694	252.580088849777	244.833777106707	237.557625856981	235.024257643669	305.082272803499	282.353181942038	170.73246971458	314.465027543321	221.543409571684	294.016447778943	83.8376182856529	7028.74623981084	243.610880982052	242.053765632558	0.344145622509487
SLC25A3	211.378742739663	215.934533112906	187.599519726929	114.877574919053	110.417770711564	66.6422932331125	143.281697296422	173.249673680258	197.374513447984	153.69535811004	131.211592523193	104.572689183352	186.31615329919	212.251606565424	215.085022658424	213.333823806218	115.154924228507	98.6196851983253	243.285885118758	122.140949254482	86.6731456686043	152.563578787161	92.6918885848979	172.16963709847	50.4323948629003	2543.42645160749	155.021760789706	153.129468448601	0.325324616402172
DANCR	467.708462152576	461.506930297249	554.028113151492	215.656169314666	207.38799611178	138.318173654135	291.226501005389	266.069253122228	480.180609879187	451.413917689098	282.459591184076	245.975971919959	454.970716214675	449.702961879201	457.511593891425	376.682459491441	209.924304686077	197.44765631385	504.269970328655	451.88281590769	245.466725047647	646.937266121792	264.840998830127	352.312770476615	134.771823777048	18163.4444841916	361.41174702796	364.497614984028	0.372903827518981
RPL15	372.257222105609	406.497449294053	428.233729122976	197.345766137615	188.571401932532	35.3966934498582	244.414920530033	350.110809303365	242.443355160763	243.66725217642	152.835202375542	117.605455834451	367.254586307429	403.126676272113	373.839865157287	347.073470396693	208.635006294392	182.65286872202	458.658338697992	187.701116466827	145.304470405487	239.519397485963	148.646845227707	420.456727780542	117.592511138741	13827.9986759149	269.260359443236	243.055303668591	0.43672418540142
TRIB1	580.703596157441	537.629949742887	240.831526743777	490.198618542112	474.863314827309	261.557750840758	493.985710706308	525.633486212506	448.846384155674	375.858672509717	241.060019745623	212.461496471014	525.309454723169	527.717455826314	598.105178176826	538.812542924612	444.371232185856	438.423899496991	738.607887781448	410.400132044122	331.803184488671	422.343717919181	394.794412273628	651.982524557185	132.560760164234	17572.3551353195	454.429256210547	461.854849491491	0.291708243588118
SRSF7	333.712671911302	284.151197182988	465.762793784368	146.334559240503	143.982737255889	67.974022561365	221.49402558768	280.506674594391	270.713604872452	168.54583058451	135.660837605622	90.5395284764265	301.810649388801	330.185429272038	300.320184851546	267.728222837187	141.450507338761	125.910132164024	349.252928560329	206.915810939609	116.09840729611	199.184962342335	126.947297308478	314.965807344253	100.51657229264	10103.5813054615	224.589534304207	214.204918263644	0.447556795573965
TPT1	485.14843793329	464.725270792366	464.001547368768	315.814713832564	272.924400318255	247.732013807977	651.001907461599	660.103225566152	568.339276753934	505.716100718809	367.147039586559	336.777669938233	443.810454592255	511.518401298458	475.259705377329	398.97146995577	269.827961142024	241.043035418013	658.84447457704	330.731379089087	354.380734087279	399.651750558965	329.825990201809	434.620651551116	125.980758451306	15871.1514999664	424.496567163652	417.136201055041	0.296776860395053
HSP90AB1	420.631085033715	387.960851030768	395.56230797281	228.161100316752	218.96994338485	575.894212166153	1087.37437752986	1081.46440478379	932.55438098127	761.879412407841	591.725352074868	601.137152990038	373.6236336315	406.995517994593	425.091471221327	392.146684944985	213.430078336715	214.036640389404	478.516170357051	554.938276836028	474.731267698027	582.072171595696	466.406452698477	479.786962934234	243.079929195946	59087.8519779062	514.378746221281	470.568860198252	0.4725699321398
HNRNPDL	395.482044806691	404.433108959542	357.061300215509	199.188814923222	172.425012993546	99.0035769345557	332.154225664665	445.71249764694	507.463863643145	409.344108091014	310.788854082165	253.16189590606	431.288621437016	485.385346719328	410.540179447317	343.959900878129	183.791910644964	143.465298214423	621.112821438877	203.282355251091	161.340344578756	241.785586931633	158.631443347011	335.54562346279	135.5994363352	18387.207134424	316.931197342433	333.849924563728	0.427851336417001
SNHG16	345.960927597366	344.646197985473	168.379232154985	242.811935029531	238.748681682949	48.5890308332993	220.83473567384	267.912355549237	462.140982964286	407.345179843112	275.64919179936	245.352691562251	287.366853070858	325.498800048444	353.948351634898	319.287400049413	237.285948241142	248.518719889243	413.321759737255	266.550285498567	216.374048216904	326.427084727087	215.688838190306	308.75388902418	86.6696854194739	7511.63437071057	282.808046708499	271.780773674299	0.306461171908618
RPS5	309.665767731203	263.155528240869	232.008260012253	113.893331382588	117.948715172265	75.9688089750439	140.04438151626	123.787530542426	263.631189039412	199.189944475131	139.943827414503	117.356668544149	257.818946709568	264.078121334831	290.759158324492	257.484243270026	115.399412885382	120.140730466731	270.062562388739	228.058078370952	119.031710709764	261.169960093805	136.40248334847	249.864675167594	73.6534753052211	5424.83442453682	194.452668171519	213.624011423041	0.378773281939512
MYC	647.491837606031	551.551511638188	417.744123804799	380.544319557305	352.084981109071	438.342313720706	578.364111500301	713.663661030453	791.243777649688	642.884739111826	365.986152472843	344.564058409422	580.298560222479	561.315870328114	617.795895826679	501.401938963396	357.030775728349	331.831343115761	868.186561675758	891.54579158286	430.019145600505	1156.12260857458	510.540121451966	1017.29157583456	224.607380742057	50448.4754838071	585.326907354818	556.433690983151	0.383729806232711
RPL27A	639.367074533041	657.364269516845	430.33582083743	380.627456220702	358.29364445524	390.34077879105	405.498530927174	504.388180180793	648.500323154557	528.206804546817	347.868225422294	276.858711978374	547.446813497832	587.064129560424	600.818541900325	552.735245495843	360.104964693212	335.121895759937	701.808461183035	608.519521919166	324.230356717075	632.439231387964	336.205005522216	567.815086783566	131.679169666938	17339.4037241741	488.414961457705	516.297492363805	0.26960511052719
RPS15A	293.585935787624	264.122993981025	268.771289032718	133.282681283695	120.354008363698	111.028411743906	167.110701967063	233.957953130411	252.69724074755	187.58788734319	131.889550598413	102.9233941745	234.651948467424	261.277915619779	286.345328274662	292.47531463757	122.933818438175	113.975609780062	312.080201580532	132.899587918748	78.6044426193728	152.080056333821	89.9639931826689	196.644731633664	76.120159185517	5794.27863442845	189.218541526678	177.349294655127	0.402286998786453
LRRC14	310.056368749407	293.134520782609	274.367743733886	124.071637257201	123.712162903206	321.538616006915	106.630298070459	148.279003049547	111.813388787874	77.0876940896256	37.5147742511349	41.307927550052	226.740380685911	238.277659575986	288.755922203427	316.198334678117	132.288092192966	134.043818731672	227.785229992041	176.911302175052	73.499122799914	165.466377043731	102.999746272797	186.971606236159	89.9316590570401	8087.7033007517	176.643821992487	156.872690046639	0.509112959868277
SNHG26	510.810302870287	512.719172951624	335.74060005809	273.089665274588	245.749861796883	95.4560010966779	302.078338036313	302.440785583396	466.741535338736	533.145996564443	311.941646822471	327.115154872151	490.192877748026	519.712860934341	500.397111291362	452.23712317604	270.55595117829	241.543392906536	701.651698815121	453.759261501324	228.420356544198	656.737361287159	267.559400126677	422.624713886598	147.328352837528	21705.6435498191	392.600882110889	379.182656972344	0.375262409104612
C19orf48	397.760951869508	342.645524842487	283.679000411247	161.013400405524	165.559477150483	148.900377117933	299.807047705546	428.516465601652	276.219789636058	161.621792791005	210.425015963994	188.371861803644	325.178353258097	330.692218136032	399.591845000737	345.233101728861	161.942371247428	160.466386585031	341.754048184937	256.754175344078	200.307225188729	242.377777971338	202.302481136697	321.819766223676	87.8851060178512	7723.79185976895	264.705852304363	266.486982490068	0.332010438200661
RACK1	484.011297408508	472.446512470585	387.311572576178	200.258414900918	192.569764036545	183.544533436315	331.387484312458	511.212694561459	440.010704655909	327.035888167277	231.060606589043	244.754712427689	355.635590836075	385.709401148588	498.7366624508	469.762429437193	174.309063078851	184.927218203933	439.607200656349	303.563413627976	217.23522776689	333.513725143476	218.984042031454	350.831651844889	114.532786414921	13117.7591639659	330.767492157057	332.450604727967	0.346263732472651
RBM3	284.372296341617	255.633680010964	419.572566035166	113.665023079222	115.092680050733	31.5110570101027	253.378361041095	245.819058142565	221.789165201445	262.677236910475	167.82541736285	161.298112612781	236.394938217468	246.703004688209	275.367187851191	262.486223375087	117.271225562263	109.621731904314	318.009748074408	194.760657835709	133.380663238074	233.945199284733	143.654215719637	275.823880850378	85.1253379193446	7246.32315588261	211.668888766687	235.170068751101	0.402162728851354
RPL3	742.44074812052	666.683805543306	454.283530582821	450.644046978495	424.826613470489	416.141474346197	517.367673254064	696.381690714983	841.270841374748	592.416199286211	496.366368891884	476.031095936819	570.985194466257	621.138386794174	746.138086098604	733.75119238912	411.550552197292	411.592233414529	711.986544485107	511.627448761895	353.03341844338	549.466314355944	347.68520226697	551.833575169871	138.919576003098	19298.6485968805	553.985093222653	533.416993805004	0.25076410485158
CYCS	216.262723773768	220.085454630178	284.250616243272	116.717662325301	110.066876523875	68.2451624844942	143.778580417238	214.194332716034	249.620339165049	161.313437990393	119.975064083893	86.3924216502327	179.535051728062	206.415288324969	199.644219894987	199.165573881447	107.138360330762	91.1021317053989	271.667802403434	113.61959282029	92.6866737206614	127.439231279891	90.6816450259967	264.011810472462	66.5626893627196	4430.5916151979	163.917085566337	152.546009203815	0.406075358970324
HNRNPAB	236.599525641258	189.00354644096	436.50385265427	158.96899376744	159.87382452809	400.8381355825	209.991975408353	207.523176297977	166.797501845558	83.887450155596	87.6783448850025	57.7819666492286	229.889523787625	204.835721887715	267.673061273666	239.726728564508	155.489378088383	152.20436362484	272.669955498045	231.642946520804	149.068457923767	165.696745064798	156.308401360444	265.870906666889	87.4608961397849	7649.40835357424	203.605186838238	196.919634164337	0.429561238090027
RPL32	377.300269637658	360.41893530198	269.589810250278	159.385155822205	143.251452968952	78.6980619575202	241.205948121341	344.753433877277	328.389176779415	254.898632010861	181.261243822557	140.17514069824	285.826682916984	321.425448647116	390.046186246999	341.365776652148	145.756713803037	138.497332872721	375.319198620707	291.676943308163	231.580892080225	367.227662139311	214.510614066734	261.192718159508	92.741086411512	8600.90910878753	260.156392948414	265.391264204893	0.356482058197591
ELF3	282.108376753838	290.929082501802	25.5059502781242	118.733339430024	144.356369514929	155.521117223605	81.6852501136497	118.144697476036	151.273026345582	140.328032392135	40.5424888775316	51.215899644108	191.734902337938	238.912491378834	300.967923248928	305.154876180728	141.454443364543	165.6936553252	126.57005783562	123.764092466312	83.7601198892848	194.958789700755	96.1442620474235	172.071745962355	80.3250433457304	6452.11258849346	155.897124595387	142.905406439736	0.51524390558328
HSPA5	181.279592999598	211.170941596905	213.177816510108	126.197878036621	109.649573133241	70.029281546541	314.669512582433	157.651083221329	320.360026099522	326.843902493892	168.444210352802	198.773346804754	154.316944695772	171.761193521073	163.865157757793	195.072356782286	110.501013705371	101.832626706404	164.668765387516	170.65564681985	122.453818726776	255.482147626103	125.846152309781	220.946714281327	68.6642400407484	4714.77786037351	181.485404320742	169.549928586326	0.378345797546326
PPIA	493.377178007089	492.771872127903	369.928578561359	250.960050047709	249.253175088153	342.474055252241	412.697038547603	395.184031922836	316.221950783477	230.787665578665	154.658718244939	120.296254917413	410.126931479531	477.040613889058	443.876326379932	445.402455778257	237.862183589907	253.782453289204	496.658051083303	376.019915502017	256.66978737877	418.395705408027	269.139836514871	534.031938430938	115.906251060498	13434.2590348992	351.9840319918	372.974247031688	0.32929406031464
RPARP-AS1	239.633241198427	244.761442252722	93.954231154118	108.387864900905	99.7374962278886	195.005837426146	113.591293102406	229.09059724766	100.033843895655	58.7980591588331	43.0433861644689	27.1550477902357	244.366102655001	219.412797700538	230.659116700212	223.079386812682	103.467740470499	110.844622076643	179.362348193358	189.165971219186	99.4688790143079	180.524293974435	114.623503392909	211.013028326679	69.5768907872934	4840.94373162695	152.465838793996	146.992925793134	0.456344131496249
SRSF1	484.148899012634	461.09074974489	243.707861458011	203.585147511649	200.458988699694	96.2978359692106	555.632704211539	517.260825160019	579.871845959076	539.239449238774	423.647178227806	364.698158187387	423.118934503329	510.717271338261	460.532661999036	412.057532572328	201.95673861355	183.229478798334	508.021099867776	305.391046789777	218.414022127695	338.826795459135	240.848215002206	430.744080367668	141.973462215295	20156.4639733977	370.979063367491	417.588233537829	0.382699392592558
RPS20	433.336650581957	447.978758022411	567.535820404636	255.372696620144	225.843083727233	178.287555955338	265.167963884684	213.879679063327	449.128014275391	417.235939180432	289.435567103886	238.894304021659	417.197969223173	447.186273430973	431.514774917812	363.448139524122	234.676933185513	206.136492793684	600.948056507916	334.947204138008	200.45317976385	427.297024156769	220.93368094088	375.618466728606	120.939989383815	14626.4810321573	343.435592839684	349.197671831065	0.352147511513957
HNRNPA1	573.729989971789	594.354109674744	613.928175466249	316.585665006605	281.476490848934	58.1523427514358	608.570080917328	687.122819686406	810.386640045757	657.396619030386	464.607500240646	408.521757101091	553.050770693154	630.817467349762	563.314145650507	483.936009525027	289.667371577728	239.832731262453	761.575353422162	443.456713818804	301.105253676673	547.563826766267	331.863716719943	752.868332775098	189.188563116002	35792.3124138975	498.911828499123	550.30729872971	0.379202400723066
DLGAP1-AS2	296.09532749855	301.996986126522	52.885045383943	116.26209759961	109.45094905999	59.1365438018523	169.677789017931	207.800916936774	284.958283477124	296.137542641548	151.963261711394	138.536561859159	285.000610689313	326.106239889387	293.192243888251	258.138608870378	120.658555154399	99.0899835478365	265.88496571622	142.672260217335	141.162280835933	211.612778732687	163.976672185098	405.393605555942	94.602271492706	8949.58977157965	204.074587933216	188.739352977352	0.463567132247083
PHLDA1	814.410907878497	962.715751074989	161.576291838741	441.989524985974	401.779589233869	236.84027666405	605.91396007708	645.488944362698	636.406584565663	601.968131968338	424.796210277194	383.900128004613	882.51498322565	1055.46206490544	760.727487002008	699.775798881624	433.074188765045	379.264933836482	855.074959417734	503.027019940503	384.382365282929	639.966865557478	497.212246157486	712.216588205431	227.34935516539	51687.7292941188	588.353575087896	603.941046022709	0.38641620411914
EIF4A2	882.845659482587	909.87028806211	875.025569605262	617.823495956844	537.821547772707	195.165818713931	676.232926786413	910.781152219993	1108.65371818171	875.908512472065	641.534663055291	514.102820730816	784.452976350052	910.450374411101	920.562647669789	879.046448185796	547.673066664295	517.178187339696	1090.36836373984	697.963144979993	477.815647270448	767.572703087403	490.130377578275	811.683918771735	218.60085730125	47786.3348128416	735.027667878673	776.012839718727	0.297404937057871
NME2	285.587026314651	259.75702662009	196.676450187004	131.341659184422	127.612346519115	296.563268130136	239.406372658855	229.101006865429	240.385485231138	173.07632167835	108.458522518052	109.021810099617	227.228837642234	235.021487690559	273.412516092095	260.837816031532	136.00217360848	123.927937037332	288.526376614791	225.862241606495	129.770898746934	231.058374303128	134.995344727018	305.35789717143	66.2924110234119	4394.68375929698	207.041216553287	228.164922253831	0.320189439218978
MAT2A	490.457273150467	467.347092374184	744.496910022568	236.228521459759	251.063882485952	482.521391436162	361.421867016507	537.903329640767	450.843655910715	330.043265274308	232.85679246387	188.805910804121	408.408025191103	462.205238613125	507.285427342809	454.00167172195	258.694492063707	263.867845742693	576.079095489891	417.47595188154	260.204749086223	546.521222914	307.202193908154	562.483460920977	139.921032507835	19577.8953380585	408.267469454815	434.159803896128	0.342719033418656
EIF4A1	494.376014962988	419.722155925709	479.946300607576	322.471177021105	336.157570113213	498.006538515335	400.058994838831	648.892183085709	416.18922861994	284.775805691566	229.646613853797	200.17752023307	340.977224985565	385.87903685353	484.441117726483	454.734330159959	313.104241404099	322.570847441029	455.141945921422	662.656804563004	618.541656931242	570.933639858097	464.372522966667	497.574543233538	123.243662607556	15189.0003729251	429.222833979728	437.228243042834	0.287132120779429
TRIM28	239.281833432977	180.962808632701	147.415238570951	96.8461850371968	91.7849827222364	359.120643210383	227.340100211666	154.12851459718	227.117270241149	148.076094030474	121.778128487102	102.401271907528	178.990044755568	173.948386560438	204.813340645139	209.088317670071	84.4098149100667	80.2358029596224	209.448166412787	171.000040219456	106.045131744995	152.128257320745	102.332085299192	191.079392078664	64.4208430568026	4150.04502014919	164.990493819095	162.564277408318	0.390451847046637
RPL38	440.101221328322	420.727385399131	281.241234087988	182.037473282726	191.38383392868	305.785132756073	274.159611295597	367.184390694722	435.339872388364	312.961779342798	202.290627264679	159.100541576854	353.709949278399	355.873080842395	466.39549590355	401.900603219594	184.830259371284	185.77413046115	499.656875872106	319.611471612805	204.839633107423	363.718114451527	208.68174253913	424.01143981771	105.497529378185	11129.7287049009	314.221495825959	316.286625477801	0.33574255988081
RPL13	1415.44803324626	1259.01426245705	626.510259698848	569.475115885822	589.703413253402	963.337007828225	647.942981571057	626.996445437971	769.670832203436	533.843819076338	368.555170643452	347.362700205918	929.98430136759	1012.28418449367	1361.69901534643	1389.84235850656	568.858374575528	559.904584692928	1391.67346857967	682.086697731891	396.994864000055	674.888557549678	413.890779043793	902.957361909759	348.662786503779	121565.73869258	791.788524554389	661.415769560368	0.440348370418734
PLK2	161.10382389867	172.32520595265	31.2288451745692	190.974860266782	177.818641157926	99.9545602043316	93.2935150162267	161.697195802858	135.944416316466	291.521211475128	74.7336059051159	173.182331517531	142.974113956916	175.374421127991	162.761513692327	168.89615480048	230.18439092251	195.558279607657	268.563250298504	129.547709719135	76.7439569248398	326.296163131276	116.445174278491	208.204374962491	68.8601599975745	4741.72163489155	165.221988171286	165.828834246404	0.416773582982108
RPL28	677.860390727772	650.609321025344	543.165480927284	202.400051549526	217.296459815547	341.982798013169	282.313553903609	336.071433901062	482.084985362905	307.363370106443	189.340361504825	157.299180201851	471.186228548151	510.910674628674	735.745966417709	638.275912351724	208.943173803233	204.930303774571	554.65472179432	430.029899030226	263.134836654939	386.192650633844	284.165312326666	594.463432809939	178.036599991132	31697.0309364024	402.934187492222	364.087724323507	0.441850320766264
AOC2	240.141253267201	226.102066965022	215.492480588682	121.546046288637	105.206646500746	76.4634395236123	151.501021541263	123.698031440316	210.63404681508	134.981040795064	91.8797170886002	73.5231445012134	180.592595209084	207.414659246108	235.239246308873	215.861388911088	106.115621492888	96.7149467832841	273.065912683972	120.301426768041	74.2882879447082	110.085820514164	70.748289928212	222.501832369375	64.4201343973684	4149.953715775	153.504123478135	129.33953611769	0.419663869202474
CALR	226.73876353242	226.991249839356	316.881707873112	87.0168449730215	123.519663335498	292.143473428802	201.152749428185	201.407587401068	253.344672390909	230.852601473714	133.862121992974	173.235897364268	150.749526923085	173.829133501995	227.57128907114	276.491020088887	109.246139190957	139.539871652292	157.041223424545	213.055604320487	107.607545975186	275.636357778384	109.732619472645	197.372073359576	64.4570999717923	4154.71773677362	191.875822408021	199.262411393881	0.335931328725332
NOP56	496.506191834293	434.785022028215	354.011349873247	372.133582754614	359.673724891659	231.941014660865	385.263693921956	481.116169446019	461.204925348419	281.397338269351	240.616115506675	198.470596440935	355.131994102622	371.523382979396	517.712650042675	443.232580436677	356.160974078534	336.764891535621	494.428870234975	456.656276784295	541.185900845077	339.602055917369	453.819665735522	358.713875657838	92.1888676253396	8498.7873140424	388.418868471952	371.828482867005	0.237343947754167
RPSA	496.76314113084	426.834820826209	469.244437793036	216.467694353478	198.244326107996	341.722000452578	272.262880127597	424.070422236119	453.490324500123	374.353559714171	295.302713602827	216.223886107442	452.905486813353	427.021569894192	491.309075080177	405.263204816222	197.092452600234	192.414757514622	557.05141735875	310.865739005644	203.664488281474	350.312412709322	235.974843188994	340.076948045463	112.84417298644	12733.8073769935	347.872191760869	346.01720658095	0.324383999811085
TOB1	155.585872861806	145.038447728758	190.502468358443	213.272890606543	247.458414532645	227.627683185214	50.3150068696821	69.6942238003998	96.8920752908282	131.286364427321	45.9088505965802	72.0534022317704	182.18547613411	157.291414654268	144.623749235391	162.576085421265	222.229879240792	312.636057134392	104.797615410056	215.566630362721	65.1960460016765	301.009559964487	97.0347737487217	175.554791037615	74.8867454957281	5608.02465094195	157.764074118145	156.438643758037	0.474675529992002
SRSF6	299.259684948949	302.782909533829	222.452952826144	201.677125555581	236.903555555185	95.9779308600178	220.85079798812	348.249173919488	202.777102079573	168.331221448647	135.39302579866	119.88702570574	294.080685798516	306.727447414203	291.165515090374	293.920343166724	226.872651007292	261.392636032586	393.923132748078	196.941481131857	166.030778089072	269.009503108109	175.488638841439	307.442307754652	74.6118211508133	5566.92385544095	239.064067766785	231.888103281239	0.3120996887897
RPL26	310.425553767766	319.682148147277	199.80537066702	184.159434979114	156.785905611567	56.1496711471861	300.471477756236	451.342653863388	410.226329820136	318.240186473545	225.869216356228	176.27791833175	329.660632643362	356.713952442997	302.573703682229	270.948229720958	161.995311376542	146.89273050273	384.72446740961	332.315714223455	223.505086491997	384.544588493357	262.424997553749	294.946351554577	96.2740896616486	9268.70034017915	273.361734709032	297.708914655407	0.352185684525756
UBA52	237.722289887256	233.183066432418	276.344081918243	103.977200243425	98.6940345076055	402.686790216073	220.446903081195	305.071161971872	223.980371201826	157.148773012114	94.6647394076406	67.0088421083653	219.733182028546	219.454223306174	243.719143480715	229.59311848362	91.2165892435218	93.5574084834838	257.599043998049	224.611490611848	133.039174221209	195.699220803568	137.914215893665	244.474673029208	81.3527598534194	6618.27153576813	196.314155732152	220.09004255487	0.414400884898061
RAN	219.660536069924	223.432422750859	306.170680680337	168.534302509161	141.525675054736	146.643533224216	246.362738993115	336.326022366665	237.423802267854	174.467380891008	152.410977215057	136.598867298384	220.142275853588	263.27264802357	228.299409133825	200.660048694314	157.831844522729	141.072646361054	347.238425385545	207.165082261544	137.57785181742	221.757408373551	159.553924456375	274.444049486141	62.4499619320021	3899.99774530851	210.357189737124	213.412809165734	0.296875813990687
RPL35A	317.798542657584	329.557397567032	223.868033053175	129.685910811572	136.263938823932	28.441762071729	180.561849261971	334.860751837062	342.532070254204	328.208453362522	214.133608734602	181.400521444102	302.947921940872	338.039715298104	370.912463377466	334.366098874115	130.366193660273	134.76230283138	414.018579745742	200.714490593443	155.581089828902	240.075831520351	170.330508224411	280.408074572127	98.8961397770468	9780.44646280119	242.493171264445	231.971932286763	0.407830617503031
RPS7	176.03920943102	176.882253104849	166.663164063635	123.810397387086	114.116026902967	209.35286130707	147.110035329345	157.182417985833	261.874178343268	186.769467799185	142.657141788419	112.327191607296	168.969152157433	198.431637945654	185.883571291201	162.581144036026	119.456305967915	112.013944062394	236.085477350668	123.883463258977	84.2913490418342	143.262230332304	94.5024933225	194.711146142736	44.2276869218583	1956.08829045791	158.285677498317	159.88178101093	0.279416859572329
RPL24	262.51727452855	274.96799788389	134.029750829412	111.766181902206	105.707529672507	38.1311210205718	164.953429776147	168.594353396142	214.7073516864	209.898410329629	117.880567647987	104.237097387668	210.644832162801	260.147466705604	236.9287488956	232.657257846828	101.297331638225	91.1415084860465	283.907904841103	174.600398305924	128.537901368166	211.990941629609	145.124918812891	241.240927521359	68.1611730260897	4645.94550829254	176.067133511469	171.597375851033	0.387131724511489
CIRBP	583.430253007387	517.296300742561	578.202456217305	175.372037452021	196.81578346234	907.39758794222	283.899817503935	421.627160746162	345.260676582817	263.380823489435	121.337524137633	104.766439730821	416.195821291847	411.286806841315	562.516211794527	555.344680310608	183.830000524766	175.670603466537	392.929116138245	349.223305071757	207.060914029305	396.406187742725	220.608055410616	500.536699505437	190.735514966306	36380.036669462	369.59980263093	371.076210605001	0.516059569319544
LINC01715	219.543699360141	245.074343171865	154.118364895131	153.277348326049	155.423838480627	31.6233867775027	100.343901014322	45.2621922854689	315.547333507205	300.883650517354	234.463728129486	172.627973646816	354.448079019261	324.787103326129	250.880416866984	263.825514230913	163.950165862419	174.920893810617	223.460271964958	400.393283556209	486.994346241933	475.510427852126	555.173555154096	470.120605081213	140.205972054041	19657.7145996186	261.360600961618	239.769035650676	0.536446471037275
RPL4	413.650243191396	408.927084130535	457.978714583035	322.808153309887	278.778858680068	86.5270957853859	253.852408041024	220.034261551409	489.593424448843	353.310882083871	283.477845542898	274.152859040774	387.536415015958	435.075458044137	434.590739036604	379.086362191786	303.819104078362	260.49465176202	587.646779566633	275.81990087841	206.835527247689	302.55700898168	206.871616458807	334.63996748806	109.211700460389	11927.1955174497	331.586056714136	313.313628694125	0.329361558633152
RPS14	376.556168403939	357.829729204963	301.135059182987	139.972319968773	134.825409768675	126.212355401922	307.629992490122	296.535839860141	323.910306770848	246.200852500324	164.021061304281	140.862562459883	299.579157619459	341.474597752528	367.860715708963	364.547800001897	133.26759299028	131.613034594621	410.479220290681	231.911635710777	153.804502889225	265.172093116807	162.110954858685	256.204937817839	95.5488975068655	9129.59181477749	251.404912527859	260.688515467323	0.380059787003078
CKS2	282.6288131986	266.295514396256	365.424758873901	190.575544000722	229.825368474059	94.823309135386	101.802280346786	139.619737739416	197.838089350139	142.780547341995	125.386345041359	86.8944439142719	320.787503908696	299.959197627375	296.124661813559	257.423222289614	205.98450962509	209.777475972252	366.025977375794	148.785990932037	103.241251844793	159.304778750609	114.479601931977	297.147953161886	88.2307859576219	7784.67159069969	208.455703210274	201.911299487615	0.423259160573897
